5210	-1	536000
5210	-1	537000
5210	-1	541000
4910	-1	491000
4910	-1	492000
4910	-1	493000
4910	-1	495000
4910	-1	496000
4910	-1	497000
4910	-1	498000
4910	-1	501000
4910	-1	502000
4910	-1	503000
4910	-1	504000
4910	-1	505000
4910	-1	506000
4910	-1	508000
4910	-1	511000
4910	-1	513000
4910	-1	515000
4510	-1	451000
4510	-1	452000
4510	-1	453000
4510	-1	454000
4510	-1	455000
4510	-1	456000
4510	-1	458000
4510	-1	461000
4510	-1	463000
4510	-1	463400
4510	-1	465000
4510	-1	466000
4510	-1	468000
4510	-1	471000
4510	-1	473000
4510	-1	473200
4510	-1	475000
4210	-1	421000
4210	-1	422000
4210	-1	423000
4210	-1	424000
4210	-1	426000
4210	-1	427000
4210	-1	428000
4210	-1	431000
4210	-1	433000
4210	-1	435000
4210	-1	437000
3910	-1	391000
3910	-1	393000
3910	-1	394000
3910	-1	395000
3910	-1	397000
3910	-1	399000
3910	-1	401000
3910	-1	403000
3910	-1	405000
3610	-1	361000
3610	-1	362000
3610	-1	363000
3610	-1	364000
3610	-1	365000
3610	-1	366000
3610	-1	367000
3610	-1	368000
3610	-1	371000
3610	-1	372000
3610	-1	372200
3610	-1	374000
3610	-1	375000
3610	-1	376000
3610	-1	377100
3610	-1	378100
3610	-1	379000
3310	-1	331000
3310	-1	332000
3310	-1	333000
3310	-1	335000
3310	-1	336000
3310	-1	337000
3310	-1	338000
3310	-1	341000
3310	-1	342000
3310	-1	343000
3310	-1	345000
3010	-1	301000
3010	-1	302000
3010	-1	303000
3010	-1	304000
3010	-1	305000
3010	-1	306000
3010	-1	307000
3010	-1	308000
3010	-1	309000
3010	-1	311000
3010	-1	312000
3010	-1	312800
3010	-1	314000
2900	-1	290000
2610	-1	261000
2610	-1	264000
2610	-1	265000
2610	-1	266000
2610	-1	267000
2610	-1	268000
2610	-1	269000
2610	-1	271000
2610	-1	272000
2610	-1	274000
2610	-1	276000
2610	-1	278000
2610	-1	279000
2410	-1	241000
2410	-1	242000
2410	-1	243000
2410	-1	244000
2410	-1	245000
2410	-1	246000
2410	-1	247000
2410	-1	249000
2410	-1	252000
2210	-1	221000
2210	-1	222000
2210	-1	223000
2210	-1	224000
2210	-1	225000
2210	-1	226000
2210	-1	227000
2210	-1	227600
2210	-1	228000
2210	-1	229000
2210	-1	231000
2210	-1	232000
2210	-1	233000
2210	-1	234000
1910	-1	191000
1910	-1	192000
1910	-1	193000
1910	-1	194000
1910	-1	196000
1910	-1	198000
1910	-1	199000
1910	-1	201000
1910	-1	203000
1910	-1	205000
1910	-1	207000
1910	-1	208000
1610	-1	161000
1610	-1	162000
1610	-1	163000
1610	-1	164000
1610	-1	168000
1610	-1	169000
1610	-1	171000
1610	-1	173000
1610	-1	175000
1610	-1	177000
1610	-1	181000
1210	-1	121000
1210	-1	124000
1210	-1	126000
1210	-1	127000
1210	-1	131000
1210	-1	134000
1210	-1	138000
1210	-1	141000
1210	-1	143000
1210	-1	146000
1210	-1	148000
1100	-1	110000
1000	-1	100000
